Open_time,Open,High,Low,Close,Volume,QV,NOT,TBB,TBQ,Volatility,target
2021-05-18 01:55:00,2.0606,2.065,2.0564,2.0647,1402257.5,2888245.347859,2338,829628.05,1708686.842709,0.19897117344463824,0
2021-05-18 02:00:00,2.0645,2.0689,2.0447,2.0458,2523348.75,5177754.418575,4816,1209522.89,2481958.286312,-0.9057883264712976,0
2021-05-18 02:05:00,2.0458,2.048,2.0361,2.0395,2216135.78,4524343.037439,4158,1370527.39,2797488.051079,-0.3079479910059621,0
2021-05-18 02:10:00,2.0395,2.0425,2.0246,2.0247,2243607.62,4566007.946654,5709,1185097.39,2412815.456325,-0.7256680558960383,0
2021-05-18 02:15:00,2.0247,2.0340000000000003,2.0161,2.0264,2699546.26,5462152.847134,5841,1500590.79,3036542.920128,0.0839630562552494,1
2021-05-18 02:20:00,2.0264,2.0331,2.024,2.0305,1122358.49,2276357.165086,2653,609296.57,1235688.0365239999,0.20232925384917932,0
2021-05-18 02:25:00,2.0305,2.0348,2.0269999999999997,2.0299,1013532.07,2058308.6301400003,2354,576155.7,1169958.820514,-0.02954937207584013,0
2021-05-18 02:30:00,2.03,2.0482,2.0296,2.0476,1266426.31,2583114.607521,3091,829654.83,1692133.63806,0.8669950738916397,0
2021-05-18 02:35:00,2.0476,2.0521,2.0376,2.0453,1603545.42,3280719.362818,3448,867811.22,1775439.7297709999,-0.11232662629419654,0
2021-05-18 02:40:00,2.0453,2.0508,2.0448,2.0504,1166125.26,2387724.148821,2431,647613.24,1326084.8055760001,0.24935217327529755,0
2021-05-18 02:45:00,2.0503,2.0619,2.0453,2.0617,1303510.03,2675187.071819,3553,714556.74,1466949.652063,0.5560161927522839,0
2021-05-18 02:50:00,2.0616,2.0695,2.0601,2.0685,1394309.05,2877185.604443,4276,771637.17,1592487.361795,0.334691501746212,2
2021-05-18 02:55:00,2.0685,2.0736,2.065,2.0734,1637137.89,3388697.155796,3361,1048128.97,2169562.231809,0.23688663282572525,0
2021-05-18 03:00:00,2.0734,2.0821,2.0727,2.0757,2861741.25,5942691.082701,8363,1454618.75,3020911.229618,0.11092890903829307,0
2021-05-18 03:05:00,2.0758,2.0775,2.0605,2.0605,1418075.91,2935842.599264,5140,663171.18,1372978.128731,-0.7370652278639497,0
2021-05-18 03:10:00,2.0608,2.0685,2.0573,2.0679,1941951.99,4004148.674334,5042,1227110.93,2530394.11985,0.34452639751552233,0
2021-05-18 03:15:00,2.0681,2.0726,2.0547,2.0612,1327220.96,2738324.448195,5020,516468.68,1065505.959177,-0.3336395725545141,0
2021-05-18 03:20:00,2.0611,2.0628,2.0542,2.0579,1041643.69,2143490.5884189997,4186,548798.6,1129400.911777,-0.1552569016544608,0
2021-05-18 03:25:00,2.0579,2.0685,2.0559,2.0649,1061851.42,2188702.05018,4586,543658.85,1120692.064617,0.3401525827299731,0
2021-05-18 03:30:00,2.065,2.0737,2.0601,2.0735,1124385.63,2323625.214753,4646,596398.67,1232783.299635,0.41162227602906415,0
2021-05-18 03:35:00,2.0735,2.0749,2.0628,2.0639,1219398.25,2524490.607095,5191,562136.85,1163931.471812,-0.4629852905715107,0
2021-05-18 03:40:00,2.0636,2.0653,2.0553,2.0569,1720677.26,3543960.959071,5089,745948.58,1536461.972386,-0.3246753246753212,0
2021-05-18 03:45:00,2.0568,2.0731,2.0559,2.0731,1120246.2,2313449.234557,4540,652280.74,1347170.219576,0.792493193310006,0
2021-05-18 03:50:00,2.073,2.0731,2.0583,2.0589,734862.49,1518698.558651,4167,330182.63,682247.250066,-0.6801736613603474,1
2021-05-18 03:55:00,2.0587,2.0669,2.0572,2.0618,1091389.31,2249829.347827,4489,497222.94,1024656.1127950001,0.15058046339922673,0
2021-05-18 04:00:00,2.0613,2.0732,2.0587,2.0725,1837277.7,3798855.162241,4089,1210913.38,2503798.5034229998,0.5433464318633704,0
2021-05-18 04:05:00,2.0725,2.1,2.0724,2.0932,4760404.38,9939164.979822,11538,2518655.75,5258237.217313,0.9987937273823964,2
2021-05-18 04:10:00,2.0932,2.1068,2.0926,2.0983,3466055.04,7284487.07495,10566,1986907.74,4176056.868844,0.24364609210778254,0
2021-05-18 04:15:00,2.0983,2.0996,2.08,2.0876,2595752.25,5422920.912299,6536,1200218.8,2507428.98393,-0.5099366153552843,0
2021-05-18 04:20:00,2.0876,2.0892,2.0758,2.0811,1535037.68,3196308.502373,4155,794779.39,1655058.98294,-0.3113623299482636,0
2021-05-18 04:25:00,2.0807,2.0873,2.0723,2.0799,1683244.65,3497443.8381,4272,938387.79,1949852.9396400002,-0.038448599029189984,1
2021-05-18 04:30:00,2.0799,2.0998,2.0799,2.0991,1932114.89,4042142.188546,4498,1140488.18,2385830.228121,0.9231213039088468,0
2021-05-18 04:35:00,2.0991,2.1009,2.0861,2.0961,2505127.54,5249754.289505,5188,1255515.23,2631124.061859,-0.14291839359726138,0
2021-05-18 04:40:00,2.0961,2.12,2.0919,2.1156,3296337.95,6942321.303134,9615,2031676.44,4279386.169193,0.9302991269500642,0
2021-05-18 04:45:00,2.116,2.1289,2.1104,2.1137,4092407.27,8672870.113921002,11634,2209338.76,4682675.319452,-0.10869565217391157,0
2021-05-18 04:50:00,2.1132,2.119,2.1028,2.106,2942556.27,6209656.694857,5576,1268743.87,2679384.308725,-0.3407155025553708,0
2021-05-18 04:55:00,2.1057,2.1272,2.1042,2.122,1982235.75,4191963.346264,4775,1187490.39,2510270.550692,0.7740893764543743,0
2021-05-18 05:00:00,2.1225,2.1257,2.1096,2.1194,2592555.77,5490903.382416001,5788,1306901.55,2767349.8029279998,-0.1460541813898648,2
2021-05-18 05:05:00,2.1196,2.12,2.1116,2.1137,1983026.37,4194536.511418,5593,1076348.02,2276839.7870400003,-0.2783544064917917,0
2021-05-18 05:10:00,2.1137,2.13,2.1121,2.1243,3582343.72,7606045.970292999,7124,2408624.49,5115130.038766,0.5014902777120556,0
2021-05-18 05:15:00,2.1243,2.128,2.1168,2.1189,2165954.63,4595291.722922,5809,1108501.69,2351861.756815,-0.2542013839853057,0
2021-05-18 05:20:00,2.1189,2.12,2.1083,2.1098,1926834.18,4073945.497306,5275,1001470.28,2117254.909171,-0.4294681202510787,0
2021-05-18 05:25:00,2.1098,2.1134,2.1,2.1087,2707062.34,5700903.5068580005,6840,1542565.9,3248752.365094,-0.05213764337852407,0
2021-05-18 05:30:00,2.1087,2.1091,2.0935,2.1017,2956381.37,6208960.2532,7111,1469325.71,3085336.552387,-0.3319580784369362,0
2021-05-18 05:35:00,2.1014,2.1049,2.0969,2.1014,1882982.69,3956293.640942,5565,1071682.59,2251788.2295669997,0.0,0
2021-05-18 05:40:00,2.1014,2.1075,2.0994,2.1047,1412374.12,2970603.806726,4717,672507.16,1414602.757629,0.15703816503282853,1
2021-05-18 05:45:00,2.1047,2.1183,2.1046,2.115,1776771.46,3751448.871984,5675,1019602.12,2152696.8798330002,0.4893809093932826,0
2021-05-18 05:50:00,2.1131,2.117,2.1,2.1015,1803768.4,3803714.245146,5737,973650.29,2053366.6610810002,-0.5489565093937842,0
2021-05-18 05:55:00,2.1018,2.1286,2.1018,2.1245,2559180.33,5419484.501801999,6971,1486991.98,3150067.258473,1.0800266438290962,0
2021-05-18 06:00:00,2.1245,2.13,2.1144,2.1181,2329128.18,4943051.381661,5896,1258503.11,2671121.269398,-0.30124735231818023,0
2021-05-18 06:05:00,2.1178,2.1288,2.1122,2.1274,2244749.17,4756426.202842,5698,1355489.81,2872473.869899,0.4533005949570438,0
2021-05-18 06:10:00,2.1275,2.1415,2.1229,2.1404,3305360.7,7039681.054233001,9640,2152266.85,4584364.01272,0.6063454759106996,2
2021-05-18 06:15:00,2.1407,2.1492,2.134,2.1428,3655984.78,7836189.028039,12604,1927767.73,4132458.011703,0.09809875274442896,0
2021-05-18 06:20:00,2.1424,2.1426,2.1297,2.1337,2577059.86,5502257.413159,5966,1258983.48,2688230.824103,-0.4060866318147736,0
2021-05-18 06:25:00,2.1341,2.1378,2.128,2.1301,2046738.54,4365310.807046,5359,1105699.56,2358158.45521,-0.18743264139449897,0
2021-05-18 06:30:00,2.13,2.135,2.1168,2.1172,1991913.2,4226522.365918,5658,1001314.51,2124509.151685,-0.6009389671361466,0
2021-05-18 06:35:00,2.1172,2.1197,2.1057,2.1077,1996643.91,4218886.701937,5841,772705.9,1633272.951058,-0.4487058378991151,0
2021-05-18 06:40:00,2.1077,2.1167,2.1077,2.1112,1375096.25,2903537.634084,4209,749480.75,1582486.9878770001,0.16605778811027572,0
2021-05-18 06:45:00,2.1111,2.1225,2.1093,2.1221,1768188.3,3744621.2201529997,4732,1090407.4,2310114.025584,0.5210553739756583,0
2021-05-18 06:50:00,2.122,2.1235,2.0832,2.086,4506207.92,9448691.274123,11177,1842888.82,3862867.2111029997,-1.6965127238454305,0
2021-05-18 06:55:00,2.0859,2.0956,2.0817,2.089,2134752.05,4460823.474867,5353,1190211.04,2487647.097686,0.14861690397429794,0
2021-05-18 07:00:00,2.0893,2.1013,2.0867,2.0984,1919666.14,4022480.974529,4230,980813.9,2055527.334878,0.435552577418258,0
2021-05-18 07:05:00,2.0984,2.1044,2.095,2.095,1482068.87,3112411.918468,3410,628636.39,1320635.76979,-0.16202821197100772,0
2021-05-18 07:10:00,2.0951,2.1085,2.095,2.1011,1526597.28,3206680.427436,3746,841780.07,1768229.431363,0.2863825115746374,0
2021-05-18 07:15:00,2.1011,2.109,2.1,2.1069,1168808.87,2460655.635136,3002,660175.61,1389949.514705,0.2760458807291325,0
2021-05-18 07:20:00,2.1069,2.108,2.0992,2.1026,1927903.69,4060038.855964,3879,1071548.01,2256960.62812,-0.20409131899948707,0
2021-05-18 07:25:00,2.1024,2.1053,2.0964,2.0986,1255225.96,2635531.236481,3300,516491.83,1084451.427254,-0.18074581430745934,0
2021-05-18 07:30:00,2.0986,2.1027,2.09,2.0992,1501509.75,3148829.658988,4097,789896.35,1656653.036392,0.028590488897378162,0
2021-05-18 07:35:00,2.0993,2.1039,2.0966,2.1004,1470670.14,3087655.817749,3414,951425.72,1997434.0001080001,0.052398418520464014,0
2021-05-18 07:40:00,2.1008,2.1008,2.0844,2.0849,1590843.73,3325053.996524,3969,551661.28,1153176.206831,-0.7568545316069976,0
2021-05-18 07:45:00,2.0848,2.0906,2.0774,2.0897,1791720.15,3730421.3663769998,5482,815890.44,1698984.720056,0.2350345356868825,0
2021-05-18 07:50:00,2.0902,2.0911,2.0778,2.0798,2213443.0,4614752.801794999,4629,1009216.55,2104715.230125,-0.4975600421012221,0
2021-05-18 07:55:00,2.0793,2.0888,2.079,2.0885,1716851.46,3582123.881565,3409,1097977.69,2291607.959981,0.4424565959697915,0
2021-05-18 08:00:00,2.0885,2.0907,2.0834,2.0847,1624320.1,3391591.212941,3460,976050.89,2038179.216994,-0.18194876705767687,1
2021-05-18 08:05:00,2.0848,2.0897,2.0784,2.0851,1244200.84,2593118.388384,3035,590666.21,1231121.778717,0.014389869531858644,0
2021-05-18 08:10:00,2.085,2.0963,2.085,2.0944,1609057.35,3367307.7512580003,3622,783814.6,1640279.462204,0.4508393285371632,0
2021-05-18 08:15:00,2.0942,2.1028,2.0875,2.1021,1379204.44,2888550.725209,3244,777547.15,1629479.482075,0.3772323560309541,0
2021-05-18 08:20:00,2.1025,2.1068,2.0983,2.1053,1405119.47,2955024.491869,3210,659513.21,1387087.313688,0.1331747919143941,2
2021-05-18 08:25:00,2.1055,2.1055,2.0957,2.0987,1606673.62,3374634.10175,3555,790508.41,1660551.259496,-0.3229636665875155,0
2021-05-18 08:30:00,2.0989,2.1179,2.0988,2.1167,2197773.21,4638954.794133999,4760,1325648.22,2797493.382936,0.8480632712373058,0
2021-05-18 08:35:00,2.1165,2.1166,2.0909,2.0926,1978760.72,4160896.402146,4316,942186.8,1980141.02649,-1.1292227734467193,0
2021-05-18 08:40:00,2.0926,2.0958,2.0841,2.0926,1883277.19,3936251.4647629997,4179,915264.37,1913126.589472,0.0,0
2021-05-18 08:45:00,2.0925,2.0976,2.0801,2.0844,1920462.23,4006901.4504739996,3954,694769.97,1449629.05181,-0.3870967741935376,0
2021-05-18 08:50:00,2.0844,2.0981,2.0843,2.0966,1504985.11,3148452.315035,3236,774816.85,1620243.219449,0.5853003262329681,0
2021-05-18 08:55:00,2.0967,2.0988,2.0872,2.0892,1944953.16,4076597.6826379998,3678,1148356.19,2407332.556401,-0.35770496494490583,0
2021-05-18 09:00:00,2.089,2.0983,2.0696,2.0764,2952772.03,6144351.218843,6689,1194797.29,2485932.806347,-0.6031594064145498,0
2021-05-18 09:05:00,2.0765,2.0815,2.0701,2.0791,1621818.44,3365540.685701,3196,814070.28,1689201.886991,0.1252106910667064,0
2021-05-18 09:10:00,2.0791,2.0842,2.0755,2.0789,1728140.63,3595558.014017,2792,742323.63,1544331.197397,-0.00961954691933904,0
2021-05-18 09:15:00,2.0789,2.0815,2.0651,2.0673,2354675.78,4880848.288672,4807,863322.05,1790151.5554759998,-0.5579873971812043,1
2021-05-18 09:20:00,2.0673,2.08,2.0662,2.0754,1637323.9,3393243.484425,3330,711898.11,1475513.366634,0.3918154114061926,0
2021-05-18 09:25:00,2.0759,2.0886,2.0738,2.0844,1705556.96,3550896.9321410004,3282,759660.71,1581198.156305,0.4094609566934908,0
2021-05-18 09:30:00,2.0845,2.0898,2.0766,2.0843,2243674.69,4674711.557814,3899,1195709.7,2491759.7515490004,-0.009594627008873974,0
2021-05-18 09:35:00,2.0842,2.0923,2.0826,2.0922,1775984.81,3707417.007793,2969,925068.73,1930920.699016,0.3838403224258712,2
2021-05-18 09:40:00,2.0922,2.0949,2.0884,2.0911,1142038.32,2389802.421518,2607,344806.56,721555.592265,-0.05257623554154005,0
2021-05-18 09:45:00,2.0912,2.0988,2.0901,2.0925,2107713.6,4418123.394965,4393,1007329.11,2111600.410196,0.062165263963257215,0
2021-05-18 09:50:00,2.0926,2.0942,2.0831,2.0901,1864929.29,3896057.0665949997,3071,871293.02,1820650.3363360001,-0.11946860365095795,0
2021-05-18 09:55:00,2.09,2.0977,2.0895,2.0944,1238810.19,2593662.645215,2552,630563.87,1320124.486701,0.21052631578947176,0
2021-05-18 10:00:00,2.0942,2.1028,2.0912,2.099,1760865.33,3696165.185654,3608,982091.03,2061302.647432,0.22920446948717216,0
2021-05-18 10:05:00,2.0991,2.1043,2.0909999999999997,2.0927,1592060.82,3341822.462897,3880,579602.8,1216809.107683,-0.3048925730074881,1
2021-05-18 10:10:00,2.093,2.1087,2.0863,2.1043,2524929.13,5300937.893579,5330,1023319.46,2149230.696209,0.5398948877209683,0
2021-05-18 10:15:00,2.1044,2.1165,2.1,2.1146,2056702.0,4337680.606772,4834,1005920.34,2121749.550587,0.4846987264778447,0
2021-05-18 10:20:00,2.1145,2.12,2.1069,2.1179,2138702.92,4522677.786452,5072,924022.89,1954285.7873139998,0.16079451406952328,0
2021-05-18 10:25:00,2.1179,2.1218,2.1106,2.1137,2211455.91,4680077.178901,4956,898751.03,1902309.930493,-0.19830964634779646,0
2021-05-18 10:30:00,2.1138,2.13,2.1137,2.1284,2551862.44,5421787.126847,6455,1184962.12,2517062.708836,0.6906992146844626,0
2021-05-18 10:35:00,2.1281,2.1418,2.1227,2.1406,3273718.65,6984719.008628999,9795,1734069.91,3700689.2865279997,0.5873784126685859,2
2021-05-18 10:40:00,2.1407,2.142,2.1275,2.1309,2231574.95,4760697.774056,6153,970714.01,2070829.820841,-0.4577941794739949,0
2021-05-18 10:45:00,2.131,2.1313,2.1208,2.1285,2331676.01,4958326.127122,4562,1233968.49,2623890.661194,-0.11731581417174786,0
2021-05-18 10:50:00,2.1285,2.1313,2.114,2.1187,1903493.15,4039744.256404,4357,732710.83,1554641.022715,-0.4604181348367305,0
2021-05-18 10:55:00,2.1185,2.1209,2.1109,2.1168,1795722.3,3799576.91395,4353,831059.16,1758420.3695810002,-0.08024545669105664,0
2021-05-18 11:00:00,2.1165,2.1256,2.1123,2.1216,2775436.83,5881636.403033,4369,1351759.7,2865532.615459,0.2409638554216917,0
2021-05-18 11:05:00,2.1216,2.126,2.1166,2.1171,1810135.83,3838159.5784160006,3354,873113.16,1851296.6516669998,-0.21210407239817716,0
2021-05-18 11:10:00,2.1175,2.1215,2.1042,2.1054,1803647.0,3812590.9572900003,4089,701731.0,1484039.993802,-0.5714285714285818,1
2021-05-18 11:15:00,2.1054,2.112,2.103,2.1071,2278771.89,4801535.1358199995,4021,1127717.01,2376224.3673,0.08074475159114823,0
2021-05-18 11:20:00,2.1072,2.1162,2.1046,2.1127,1487837.94,3138900.7134720003,2799,752016.75,1586149.720804,0.2610098709187365,0
2021-05-18 11:25:00,2.1126,2.1291,2.1103,2.1261,2183304.04,4630073.4908650005,3983,1091325.93,2313622.323351,0.639023004828177,2
2021-05-18 11:30:00,2.1264,2.1285,2.1122,2.1225,2721789.05,5770620.637029,4551,1101605.53,2335660.052956,-0.1834085778780941,0
2021-05-18 11:35:00,2.1225,2.1258,2.1147,2.1234,1414585.6,3000458.9406439997,3094,585763.29,1242539.342525,0.042402826855129465,0
2021-05-18 11:40:00,2.1234,2.1247,2.1146,2.1163,1293148.6,2738743.90842,2733,603619.44,1278403.430404,-0.33436940755393835,0
2021-05-18 11:45:00,2.1163,2.1175,2.1,2.1081,3090168.03,6520321.551441001,5194,1091528.9,2305512.744428,-0.3874686953645507,0
2021-05-18 11:50:00,2.1079,2.119,2.1072,2.1172,3032906.1,6412463.208062001,3921,1988104.27,4204145.625241,0.4411974002561833,0
2021-05-18 11:55:00,2.1173,2.1199,2.1075,2.1078,1479015.43,3129107.741316,3453,665830.88,1408903.446673,-0.44868464553913295,0
2021-05-18 12:00:00,2.1082,2.1116,2.085,2.0858,2469905.66,5179729.751968,7022,1009823.08,2118545.687012,-1.062517787686187,0
2021-05-18 12:05:00,2.0859,2.09,2.0741,2.0757,2697997.83,5621007.614495,6219,1314726.58,2739843.584242,-0.4889975550122349,0
2021-05-18 12:10:00,2.0755,2.0922,2.0731,2.0878,3352849.16,6984960.05177,5096,2212278.5,4609279.139917,0.592628282341614,0
2021-05-18 12:15:00,2.0877,2.094,2.08,2.0918,1853104.72,3867389.9054940003,3674,745075.72,1555028.035676,0.1963883699765395,0
2021-05-18 12:20:00,2.0917,2.0955,2.0801,2.0842,1810367.03,3781036.5878370004,3595,768156.27,1604093.77376,-0.35856002294783385,0
2021-05-18 12:25:00,2.0842,2.0845,2.0721,2.0738,1604352.78,3331961.167283,4142,649629.77,1349004.416298,-0.498992419153641,0
2021-05-18 12:30:00,2.0736,2.083,2.0735,2.0759,2331413.84,4846504.064546,3806,1182132.31,2457381.0619759997,0.1109182098765417,0
2021-05-18 12:35:00,2.0764,2.0842,2.0491,2.0508,3781636.23,7814146.268725,10079,1517783.06,3141056.825822,-1.2329031015218574,0
2021-05-18 12:40:00,2.0512,2.0641,2.0438,2.0496,3160452.26,6493532.326886,7502,1426285.71,2931365.356321,-0.07800312012481805,0
2021-05-18 12:45:00,2.0492,2.0589,2.0368,2.0371,3614342.23,7390679.719450999,7522,1744915.56,3568777.08098,-0.5904743314464073,0
2021-05-18 12:50:00,2.0371,2.0431,2.0179,2.0193,4623310.92,9382748.489244001,10233,1784845.54,3629603.7582480004,-0.8737911737273701,1
2021-05-18 12:55:00,2.0193,2.0367,2.0125,2.0299,4601542.0,9324261.893103,9123,2631784.93,5332880.332102,0.524934383202108,2
2021-05-18 13:00:00,2.0299,2.0422,2.0288,2.0406,2527751.26,5151144.738317,5924,1234301.85,2515611.835528,0.5271195625400232,0
2021-05-18 13:05:00,2.0406,2.0446,2.03,2.0374,2223006.33,4528634.740319001,5228,1125039.93,2292622.041948,-0.15681662256199605,0
2021-05-18 13:10:00,2.0371,2.0382,2.0208,2.0214,2643410.66,5364187.962702,5907,1254817.79,2546593.924997,-0.7707034509842555,0
2021-05-18 13:15:00,2.0214,2.0245,1.9951,1.9958,6570239.66,13195075.820567999,15744,2403383.85,4829647.001455001,-1.2664489957455152,1
2021-05-18 13:20:00,1.9964,2.0177,1.9872,2.013,4604156.93,9222042.585469,10225,2233822.93,4475758.123571,0.8314966940492861,0
2021-05-18 13:25:00,2.0133,2.0175,2.006,2.0166,2924610.62,5882314.251036,5871,1426439.12,2869676.844911,0.16390999850990207,0
2021-05-18 13:30:00,2.0168,2.0371,2.0168,2.029,4110697.71,8346070.773047,8318,2075116.12,4212823.079592,0.6049186830622764,2
2021-05-18 13:35:00,2.0291,2.041,2.0271,2.0374,2323933.61,4730653.072775,5683,1258752.37,2562393.743642,0.4090483465575749,0
2021-05-18 13:40:00,2.0378,2.0429,2.0274,2.0413,2541332.11,5174577.447075,5913,1318888.51,2685584.705557,0.17175385219355582,0
2021-05-18 13:45:00,2.0415,2.0417,2.0253,2.0287,2330865.71,4734870.971321,5188,1065704.99,2164802.483317,-0.6269899583639443,0
2021-05-18 13:50:00,2.0288,2.0341,2.0114,2.0287,2308322.96,4667040.046856,5267,1160304.47,2345784.304009,-0.00492902208200744,0
2021-05-18 13:55:00,2.0289,2.0291,2.0152,2.0180000000000002,1822444.17,3682033.9966760003,4257,893720.92,1805422.3737130002,-0.5372369264133448,0
2021-05-18 14:00:00,2.0180000000000002,2.0180000000000002,1.9846,1.9927,4972478.73,9927918.491806,10286,2228516.06,4447850.333427,-1.2537165510406283,0
2021-05-18 14:05:00,1.9925,2.0075,1.9801,1.9978,3547697.57,7072278.1655830005,8126,1816771.73,3622867.550348,0.2659974905897156,0
2021-05-18 14:10:00,1.9974,2.01,1.9911,1.9928,3006591.49,6008955.923363,6245,1616352.02,3230778.3702490004,-0.2302993892059757,0
2021-05-18 14:15:00,1.9922,2.01,1.9922,2.0031,2330022.74,4667216.716365,5368,1268809.57,2541383.7714130003,0.5471338219054267,0
2021-05-18 14:20:00,2.0034,2.013,2.0014,2.0122,2380429.01,4782217.224891,4481,1282520.97,2577224.985463,0.4392532694419447,0
2021-05-18 14:25:00,2.0125,2.0141,1.9971,2.0053,2044193.84,4099234.214853,4343,1015778.07,2037003.02326,-0.35776397515528424,0
2021-05-18 14:30:00,2.0054,2.0093,1.98,1.9813,3006919.02,5984391.564108,6914,1321630.38,2632080.167258,-1.2017552607958406,0
2021-05-18 14:35:00,1.9813,1.9951,1.9780000000000002,1.9789,3754677.3,7450952.593037,7216,1685437.23,3346946.474323,-0.12113258971382213,0
2021-05-18 14:40:00,1.9789,1.999,1.9765,1.9978,2705839.2,5381115.344431,6448,1563048.51,3109405.4018220003,0.9550760523523129,0
2021-05-18 14:45:00,1.9975,1.9993,1.9712,1.9909999999999999,3035285.91,6022525.710777,7436,1417572.98,2812830.3444990003,-0.32540675844805755,1
2021-05-18 14:50:00,1.9912,1.9966,1.9811,1.9928,2140925.0,4260623.0768099995,4936,1249812.5,2487513.970475,0.08035355564482842,0
2021-05-18 14:55:00,1.9929,2.0151,1.9929,2.0057,2961303.46,5940499.244524,6373,1781381.58,3572092.78825,0.6422800943348962,0
2021-05-18 15:00:00,2.0056,2.0157,1.99,2.0142,2618040.25,5240039.955417,5851,1378734.24,2759799.296008,0.4287993617870157,0
2021-05-18 15:05:00,2.0148,2.0304,2.009,2.0292,3324921.24,6727186.280768,6153,2359888.37,4774575.197698,0.7147111375818814,2
2021-05-18 15:10:00,2.0292,2.03,2.0177,2.0284,2212038.41,4477945.565879,4564,1195957.82,2421011.450848,-0.039424403705889614,0
2021-05-18 15:15:00,2.0284,2.029,2.0176,2.0269999999999997,2146695.87,4340728.97858,3914,980020.03,1981632.819654,-0.06901991717609178,0
2021-05-18 15:20:00,2.0269999999999997,2.0277,2.017,2.0251,1769355.09,3576816.5536269997,3454,1031322.48,2084684.901437,-0.09373458312777566,0
2021-05-18 15:25:00,2.0251,2.0349,2.0231,2.0331,2569368.17,5214794.80036,5121,1362818.18,2765989.706058,0.3950422201372775,0
2021-05-18 15:30:00,2.033,2.0359,2.0245,2.0269,1905547.16,3868982.9877239997,3851,920820.94,1869805.6245610001,-0.3000491883915393,0
2021-05-18 15:35:00,2.0271,2.0271,1.9980000000000002,2.0063,5072944.18,10203566.556383,7650,3239205.55,6513828.01922,-1.0260963938631509,0
2021-05-18 15:40:00,2.0063,2.0098,1.9966,2.0028,2294151.08,4592017.567236,4849,1116438.6,2234529.5255830004,-0.17445048098488944,0
2021-05-18 15:45:00,2.0033,2.0117,1.9986,2.0074,1934430.19,3878638.5847949996,4451,1049783.61,2104731.6742599998,0.20466230719314205,0
2021-05-18 15:50:00,2.0074,2.008,1.994,1.9959,1991968.17,3987857.882913,4870,883210.79,1768232.139239,-0.5728803427318953,0
2021-05-18 15:55:00,1.9955,2.01,1.9886,2.002,1767005.47,3529918.5169169996,5057,826939.05,1652385.502313,0.3257328990227877,0
2021-05-18 16:00:00,2.002,2.0203,1.9954,2.0131,3354047.77,6735514.462843,5869,1646635.36,3302848.350866,0.5544455544455711,0
2021-05-18 16:05:00,2.0131,2.0215,1.9935,1.9953,2607641.54,5243415.981103,5590,1282818.86,2581056.08645,-0.8842084347523738,0
2021-05-18 16:10:00,1.9954,1.9999,1.9779,1.9852,3345202.33,6645696.763292,8394,1372487.2,2727680.102599,-0.5111757041194741,1
2021-05-18 16:15:00,1.9852,2.0036,1.9828,2.0006,2457326.98,4902821.611032,5860,1428138.42,2849847.280487,0.7757404795486529,0
2021-05-18 16:20:00,2.0007,2.0072,1.9964,1.9987,1747280.71,3498708.0403309995,5178,908108.83,1818592.500476,-0.09996501224572517,0
2021-05-18 16:25:00,1.9986,2.0186,1.9895,2.0166,2345978.53,4693891.0147,5910,1344535.09,2692218.522481,0.900630441308917,0
2021-05-18 16:30:00,2.0163,2.0195,2.0073,2.0092,2871203.46,5783620.866615,5737,1230435.06,2478807.3698340002,-0.3521301393641982,0
2021-05-18 16:35:00,2.0092,2.0369,2.0089,2.0355,3070824.62,6227190.574083,6951,1647525.72,3341601.328414,1.308978697989249,0
2021-05-18 16:40:00,2.0352,2.0446,2.0277,2.0433,3197426.41,6510113.785103,6175,1884859.13,3837292.6482980005,0.3979952830188568,0
2021-05-18 16:45:00,2.0433,2.049,2.0326,2.0459,3212660.2,6561662.869835,7593,1551544.07,3169130.256735,0.12724514266138884,0
2021-05-18 16:50:00,2.046,2.0686,2.0446,2.066,4433118.17,9123555.950469,10874,2274088.6,4679554.0453550005,0.9775171065493656,0
2021-05-18 16:55:00,2.0664,2.0812,2.0648,2.075,3902240.64,8094827.098218,12956,1939633.13,4024087.30114,0.41618273325592253,2
2021-05-18 17:00:00,2.075,2.0751,2.0599,2.0657,3958785.64,8178677.106896001,9416,1798854.3,3716409.436904,-0.4481927710843415,0
2021-05-18 17:05:00,2.0657,2.0709999999999997,2.0604,2.0705,2023725.73,4180048.357762,6389,1053309.44,2175712.736275,0.23236675219053665,0
2021-05-18 17:10:00,2.0705,2.076,2.0577,2.0746,2552917.9,5278921.377688,7238,1253973.28,2593261.858718,0.1980198019802084,0
2021-05-18 17:15:00,2.0746,2.0757,2.0621,2.0742,1617336.16,3345372.984146,5929,839946.96,1737324.9417619999,-0.01928082521933867,0
2021-05-18 17:20:00,2.0745,2.084,2.0722,2.0797,2156561.38,4482995.377228,7621,1075744.63,2236599.796803,0.25066281031573256,0
2021-05-18 17:25:00,2.0797,2.0836,2.077,2.0793,1867567.09,3884898.618323,7396,896478.24,1865244.3456020001,-0.01923354329951224,0
2021-05-18 17:30:00,2.0793,2.081,2.0708,2.0754,1403642.31,2913303.766444,5969,822704.12,1707515.675749,-0.1875631222045781,0
2021-05-18 17:35:00,2.0754,2.0777,2.0652,2.074,1551979.8,3215660.53475,5731,698433.94,1447262.2752629998,-0.06745687578299556,0
